,Id,Date,User,Tweet_Origin,Tweet_English,Tweet_English_Cleaned,Subjectivity,Polarity
0,1580188614675558402,2022-10-12 13:28:18+00:00,StellaWeinstei3,"אני מאוד מתרגשת להיות כאן במיוחד ביום הקדוש הזה יום ברכת הכוהנים, דווקא בימים מתוחים אלה חשוב לי להגיע לכאן ולברך מכאן את כל עם ישראל בחג שמח. https://t.co/hddfp3D3wL","I am very excited to be especially here on this holy day of the priestly blessing, precisely these tense days it is important for me to come here and greet all the people of Israel on a happy holiday.","I am very excited to be especially here on this holy day of the priestly blessing, precisely these tense days it is important for me to come here and greet all the people of Israel on a happy holiday.",0.8791666666666668,0.2923611111111111
1,1579850006621978625,2022-10-11 15:02:48+00:00,StellaWeinstei3,"שולחת תנחומים למשפחת הלוחם ז""ל אשר נהרג היום בפיגוע הירי סמוך ליישוב שבי שומרון. לא ייתכן שנקבל מציאות כזו במדינת ישראל, חובתנו להחזיר את המשילות באזור יהודה ושומרון ולדאוג לבטחונם של אזרחי המדינה.",Seats condolences to the late fighter family who was killed today in the shooting attack near the settlement of Shavei Samaria.,Seats condolences to the late fighter family who was killed today in the shooting attack near the settlement of Shavei Samaria.,0.3333333333333333,-0.13333333333333333
2,1579532646191071234,2022-10-10 18:01:43+00:00,StellaWeinstei3,"אסור לתקוף אוכלוסיה אזרחית. הבית צריך להיות מקום מוגן לילדים, והם צריכים להיות מחוץ לכל מלחמה. לא בישראל ולא באוקראינה. מקווה שהסיוט הזה לעם האוקראיני יסתיים במהרה, שולחת את תנחומי למשפ' ההרוגים ולעם האוקראיני. https://t.co/HKEutQOJC3","A civilian population must not be attacked. The house should be a protected place for children, and they should be out of any war. Neither in Israel nor in Ukraine. Hope this nightmare for the Ukrainian people will soon end, sending its condolences to the fatalities and the Ukrainian people.","A civilian population must not be attacked. The house should be a protected place for children, and they should be out of any war. Neither in Israel nor in Ukraine. Hope this nightmare for the Ukrainian people will soon end, sending its condolences to the fatalities and the Ukrainian people.",0.0,0.0
3,1579130969935994882,2022-10-09 15:25:36+00:00,StellaWeinstei3,"@IAmShaharGabay לא קשור לנושא הציוץ, אבל למפלגה יש מצע עוד לפני שהחלטנו לרוץ כמפלגה.  מוזמן לעיין:
https://t.co/oAsS9LffcF","Not related to the tweet issue, but the party has a substrate even before we decided to run as a party. Welcome to review: 
 https://t.co/oass9lffcf","Not related to the tweet issue, but the party has a substrate even before we decided to run as a party. Welcome to review: 
 ",0.65,0.4
4,1578818017500499969,2022-10-08 18:42:03+00:00,StellaWeinstei3,"מאחלת החלמה מהירה לפצועים באירוע הירי בשועפאט הערב ומחזקת את כוחות הביטחון. 
""אֶרְדּ֣וֹף א֭וֹיְבַי וְאַשִּׂיגֵ֑ם""","Wishing a quick recovery to the wounded at the shooting event in Shuafat tonight and strengthens the security forces. 
 ""Arad Ayebi and Ayeh","Wishing a quick recovery to the wounded at the shooting event in Shuafat tonight and strengthens the security forces. 
 ""Arad Ayebi and Ayeh",0.5,0.3333333333333333
5,1577307773565603842,2022-10-04 14:40:52+00:00,StellaWeinstei3,"אאחל שהשנה ילדי וילדיי כל עם ישראל  יחתמו בספר האהבה והאחווה, כי כשיש את זה, הכל קטן עלינו.
גמר חתימה טובה,

שלכם,
סטלה ויינשטיין

https://t.co/KpFCBJDxq1","I wish that this year and children of all the people of Israel would sign the book of love and fraternity, because when there is it, everything is small on us. 
 May you be signed and sealed in the book of life, 

 your, 
 Stella Weinstein 

 https://t.co/kpfcbjdxq1","I wish that this year and children of all the people of Israel would sign the book of love and fraternity, because when there is it, everything is small on us. 
 May you be signed and sealed in the book of life, 

 your, 
 Stella Weinstein 

 ",0.5,0.125
6,1576630517176635393,2022-10-02 17:49:42+00:00,StellaWeinstei3,"מתפללת לרפואת החייל הפצוע בפיגוע אשר התרחש הערב סמוך לאיתמר. לא ייתכן שנעבור בשתיקה על פגיעה כזו בבטחון אזרחינו. חובתנו לשמור על תושבי השומרון, הם אזרחי המדינה לא פחות מתושבי תל אביב.","Pray for the injured soldier's medicine in the attack that took place tonight near Itamar. We may not be silent on such a violation of our citizens. It is our duty to maintain the residents of Samaria, the citizens of the state are no less than the residents of Tel Aviv.","Pray for the injured soldier's medicine in the attack that took place tonight near Itamar. We may not be silent on such a violation of our citizens. It is our duty to maintain the residents of Samaria, the citizens of the state are no less than the residents of Tel Aviv.",0.26666666666666666,0.04583333333333334
7,1574048292979318785,2022-09-25 14:48:52+00:00,StellaWeinstei3,"שרת התחבורה @MeravMichaeli 
מגיע לנו יותר! https://t.co/h7Kt41zMvz","The Minister of Transportation 
 We deserve more!","The Minister of Transportation 
 We deserve more!",0.5,0.625
8,1573266327447420930,2022-09-23 11:01:36+00:00,StellaWeinstei3,"@lamihai10 @yoavr הכותרת באה לנחם ולהציג שאין מצוקת דיור, כשיש, ואחת מאוד חמורה!","The title comes to comfort and present that there is no housing shortage, when there is, and one very severe!","The title comes to comfort and present that there is no housing shortage, when there is, and one very severe!",0.15,0.125
9,1573266050795307008,2022-09-23 11:00:31+00:00,StellaWeinstei3,"@PhotoElyasaf @yoavr לפי הנתונים שכאן, בעשור ירד אחוז הבעלות ב 6% לערך. אני מאמינה שבארבע השנים האחרונות שבהן היה צמצום משמעותי בהתחלות בניה+ גל עליה מטורף אז הפער הצטמצם לחלוטין. אבל אני בעיקר קוראת תיגר על הגדרת 'בעלות הדירה'. האם דירה שממושכנת ברובה שייכת לנו או לבנק?","According to the data here, the percentage of ownership has dropped by 6% in the decade. I believe that in the last four years when it has been a significant reduction in construction start+ crazy wave, the gap has been completely reduced. But I mainly challenge the definition of 'apartment owners'. Is an apartment that is mostly resolved belongs to us or the bank?","According to the data here, the percentage of ownership has dropped by 6% in the decade. I believe that in the last four years when it has been a significant reduction in construction start+ crazy wave, the gap has been completely reduced. But I mainly challenge the definition of 'apartment owners'. Is an apartment that is mostly resolved belongs to us or the bank?",0.5125000000000001,0.09027777777777779
